image_id,supplier_name,supplier_details,receiver_name,receiver_details,tax_rate,TVA_amount,invoice_number,invoice_date,total_HT,total,Product_Designation
img20191019_09160226_0001.jpg,Transformation Produits Metalliques,"Fan. Ouvrages Divers Er Metaux,raD. VUVTAaGEesS LIVETS ET MECGAUX,TT,g,Tel. / Fax : 73 258 063 / GSM : 28 25 90 32 - 26 55 40 10,Route de Knales - 4070 M'SAKEN -",GEANT C .COMMERCIALE TUNIS CITY,ARIANA TUNIS,1900 ,562909635255918,"In Facture, Jovzoas"," Date:,[ose,oenirzoi,pAg","nan,2212000",2659203,ESCABEAU 6 MARCHES CINTRe
img20191019_09170657_0001.jpg,IB TOYS DISTRIBUTION,"AVENUE DU-GQLEE ARABE IMMEUBLE EL KHALI EL MENZAH 8,Tel 70815 401/29351610 Fax 70 815 549,MF 1304050F/A/M/000.,RC B03125202013. Banque . AMEN BANQUE RI.B. 07100001510110843055",MEDDIS DISTRIBUTION,"GEANT TUNIS CITY CENTRE COMMERCIAL ARIANA 2032,MF. 0783298M/P/M/000","13%,19%",562909635255918,"In Facture, Jovzoas",Lundi. Le 10 Decembre 2018,427790,509670,"MONOPOLY 1663677,MICROPHONE 1710340"
img20191019_09210557_0001.jpg,IB TOYS DISTRIBUTION,STE BEN A VD DE PRODUIT DE MER,STE MEDITERRANEENE DE DISTRIBUTION,"centrecommercral Tunis city. En,ADRESSE,ARIANA-TUNISIE,CODE POSTAL 2052 _,Mfiscale -- ""#3238MPMO00","13%,19%",562909635255918,"In Facture, Jovzoas",09/02/2048,427790,1533075,"CHEVRETTE P,Lncousmne GG (9-12),LANGOUSTINE ( (13-20),CREVETTE ROYALE 4 (41-60),OEUF DE SEICHF"
img20191019_09213817_0001.jpg,SOCIETE AGROLIA,"Residence les merveilles du Lac.,1053 Les berges du Lac II. - 1053 TUNISIE,Eu : ayadi.sam12@gmail com,L * 71 000 000,FAX 71 000 000,TVA : 1444759RNM000,So 441 ES m,MF 14447S3RNMODO RC B0000000000 CD CCB",Hyper Geant TunisCity,"Centre Commerc al Tunis City Ariana Tunis 2032,12220","13%,19%",562909635255918,l FACTURE Ndeg FA18-0732,26/03/2018,67915,68515,"Roquette 100Gr/BQ,Salade Iceberg,Salade feuille de chaine Rouge,Chicoree Frisee,Salade Iceberg Emballe /PC"
img20191019_09220695_0001.jpg,SEIMEX,"h,Rue Med Karoi . Immeuble,Adresse,Jawhra Salten,CP et Ville,4000 Sousse,Mat Fisc,1219237/L/P/N/000,Ndeg BDC,1803005501408,Soctete Etap tmport-export dont la MF  1219237/L/P/N/000,Siege Social * Rue Med Karoui Immeuble Jawhara Saltene . 4000 . Sousse,Tel (+216) 70 830 715","Societe la Mediterraneenne de distnbunion,MEDDIS","Adresse,Centre Commercial TUNISCITY,CP et Ville,2032 Ariara -Tunis,Mat Fisc,783298/M/P/M/000,Ndeg T&,(216) 70 836 000",TOTAL TVA 19%,359442,Facture Ndeg 0035/2018,Date 09/03/2018,1891800,2251842,"Fspadnille homme Direxy,Espadille ferame Jellouh,Mocassins Adorass,Mocassins Adorass,Sabot Dame EDEN"
img20191019_09223048_0001.jpg,ONETECH MOBILE,"Rue des Entrepreneurs,Zone Industnelle,Chargura 2,SO,Societe Anonyme au capital de 1 200 000 dinars RC B31184232011 MF 1219728 B'A/M/000 CD 12197288,RIB 05903000050350429472 BT,Adresse Commerciale Ndeg62 Rue 8600 2] Gharguie 1,203$ Tunis Tunisie,Tel +216 71 804 784 Fax +216 71 804 785,E-mad_Info@onetechmobile com tn SAV  sav@onetechmabile com in,Web www onetechmobile com tn",.  MEDDIS-GEANT,"l Centre Commercial Tunis City, Sabel Ben Ammar,Tunisie",1900 TVA 19%,43394,BL/FACTURE NdegFAC2018/00313,27/02/2018,228390,272384,' Reparation LCD MOTO E4 PLUS
img20191019_09225521_0001.jpg,IDEAL MEUBLES,"RTE DE TUNIS BP Ndeg5,4022,AKOUDA,73342551/7334229 Fax 73 342 682,Tel,7500000,Capital,8192801996,RC,BT Place de l'independance Sousse O8 y G n I,CODE TVA 019 938 PAM 000,Je,jeun es es 1357530,<<,om,iii",Ste MEDDIS,"C COMMERCIAL TUNIS CITY ARIANA,TELE,70 836 000,CODE TVA CLIENT : 783298 MPM 000",1900 TVA 19%,71030,"Ndeg : 00335,BL / FACTURE",27/03/2018,370000,44503030,"LIT ZOUHOUR 90 CM,BUREAU ZOUHOUR"
img20191019_09232937_0001.jpg,Se ete At KILANI des Industries Alimentaires,"Lot 108 Rue de Sfax ZI MGHIRA 2 Fouchana Ben Arous -Tel 79408821-28111731 Fax 79408861 E-mai ska sales@alkilangroup com,Gael ne nano ARAPAND RE 4 ARENANR A AAMnA Am naarne mA mandararanse","SOCIETE LA MEDET DE DISTRIB. GEANT,GEANT","ROUTE DE BIZERTE ARIANA,SABBELET BEN AMMAR,SABBELET BEN AMMAR,u,MF _763298/M/P/M/000",1900 TVA 19%,52788,"BL/Facture,Ndeg18FA0102",Mghira le :08/03/18,258482,311270,"PETITS POIS ""LE PALAIS VERT ""400 GR"
img20191019_09241365_0001.jpg,Pac,"SARL Siege Socral,Cernture Km9 Temour-Gremda,3012- SFAX TUNISIC,Tel +216 74 84 97 37-74 84 90 84,Telefax +216 74 84 78 58,RC Ble2361997 CD 221703V,CCB UBCI Teniour Ndeg,11107000105300278871,TVA 45056L/A/M/000","LA MEDITERRANEENNE DE DISTRIBUTION,L","CENTRE COMMERCIAL TUNIS CITY ARIANA,UNIS,Assujetti,783298/M/P/M/000",19.000,146248,"FACTURE,Ndeg FAC-181065",Date: 13/03/2018,962160,916576,e192010501025 ELDORRA LIQUIDE
img20191019_09431809_0001.jpg,"GENERALE ALIMENTAIRE,LA","an,Soctfe de representation et de distribut,capital de 1 500 000 Dinars,SAfau,Siege 1 Rue Hassouna Et Mourak1001 TUNIS,Tel 71 336 244,Fax 71 336 842,E-mail dg@genalm com tn,MF /TVA 0000836 BA M 000,RC 81913119,CD 120383E",MEDDIS (GEANT TUNIS CITY},"CENTRE COMMERCIAL TUNIS CITY ARIANA,UNIS,Assujetti,783298/M/P/M/000",19%,243498,Ndeg 11800738,Tunis le : 29/03/2018,1027804080,1521906,"GPCHORSOD9 Chocolat Ritter Sport Cacao Mousse 100g (11),GPBISLOAO35 Loacker Tablette Chocolat 87g Lait (12),GPBISBAHO38 FIRST CLASS MILK CHOCOLATE 125g(12),GPBISBAHO88 WAFFLE MINIS 100g (12),lopeiseanots CHOCO LEIBNIZ MILK 1259 (12),GPBISBAHO83 PICK UP CHOCO & MILK 28g (24),CAFE SOLUBLE recharge 100g BONDIN (24),CAFE SOLUBLE boite 100g BONDIN (24),CAFE SOLUBLE LYOPHILISE 100g BONDIN (12),CAFE SOLUBLE bocal 190g BONDIN (12),CAFE SOLUBLE bacal 190g DELICE (12),CAFE SOLUBLE recharge 50g BONDIN (24),GPLCSMOCO Boite lat concentre sucre MOCOCA 395g (24), NESTLE LION Cereales 400g (16), NESTLE NESQUIK Cereales 330g (14)"
img20191019_09465615_0001.jpg,"GENERALE ALIMENTAIRE,LA","an,Soctfe de representation et de distribut,capital de 1 500 000 Dinars,SAfau,Siege 1 Rue Hassouna Et Mourak1001 TUNIS,Tel 71 336 244,Fax 71 336 842,E-mail dg@genalm com tn,MF /TVA 0000836 BA M 000,RC 81913119,CD 120383E",STE MEDDIS,"RTE BIZERTE CENTRE CLE TU,2032,CEBALET BEN AMA\,ARIANA GMS",19%,243498,Ndeg 11800738,22/08/2018,1027804080,"2,14290180"," Couscous'DIARI""Fin SIKe F15,Couscous DIARI Fin S500r,41210 Couscous Moven SIKa F15,31230 Couscous DIARI Moven S5008,31310  Couscous""DIARl""Gros SiKge, Mesfouf'DIARI"" SIKg,30110  TCHICH KHOBZS 1Ke, MELTHOUTH $ 1Ke,MELTHOUTH S 500e, Chorba FRICS IKe, Couscous'DIAR/ Fin S5Kg,Couscous d'Cige Express 400g"
img20191019_09493204_0001.jpg,M.G.I,"T,Msakon Giobarinduetne M G 1deg SARL,AV Teiet Hohicha RTE Sousse,4070,M'saken,1154938DAM000,MF,Tel 73313390,Fax 7331:,cca",GEANT,"Centre Commercial TUNISCITY 2032,NOK OR HONDA NICE,EACH,Code Fiscale 0783298MPM000",19%,1397772,18000152.0,17/05/2018,7283849,8755059,"CL CUIS BLANC EMAILE COUV EN VERRE ALLUMAGE 60xE6 },CL CUIS BLANC TOP INOX COUV VERRE ALLUMAGE ROTIS,CE CUIS 5F FOUR DOUBLE TOURNE BROCHES CHAUFFE PI A"
img20191019_09511798_0001.jpg,GENERAL DISTRIBUTION CO!,"TELEPHONIE ET INFORMATIQUE,La zone Industrielle Choutrana,Lot ndeg88,2080 ARIANA",MEDDIS DISTRIBUTION SA,"Adresse Centre commercial tunis city,2032 Anana,783298/M/P/M/000,FE3298/M/PIM/000,Code TVA",19%,8406340,FAC180770,03/10/18,"nan,84634",100690,"IMEI 356551070944030,WAVE 5 O0 LCD,WAVE 5 Q TP whits,WAVE 5 D Battery,WAVE 5 0 loudspeaker white"
img20191019_09552425_0001.jpg,GENERAL DISTRIBUTION CO!,"au capital de 235 000 DT,El Menzah 5 Tunis,? Rue Bent Hilel,1 Fax 71 23 50 12,Tel 7123 60 80/23,roux babyworid tn { Info@bahyworid tn,RC Arera B 170 86 1998/ Code TVA 5107 14S/N4/000,cCB RH Menzah 140 150 15101700495407",Geant,"fLNS CNY,CAB CONVTOIC,BORJ TOUIL,2082 ARIANA,Client GEANTIS TVA: 0783298MPM000",19%,359967,"No 20181217,Facture",Du Ven 05/10/2018,2064628,2255136," Assietto Chaufiante Vert Moma,Bllst.2 Sucet.PP ronde deco,Goupition Nova,Lot No wi7ma,Coussinel d'allaitement Nova,Tasse d'apprentissage Nova,Chainette decore Nova,Cuilleres Nova,Lot No 350815FA,Biberon PP large 150mi +anses,Biberon FP 300 mi col Large,Tasse ant fuite Bec souplafx,Baignoire Prune,Anneaux de dentifion silicons,X,Chauf Bib 60sec maison/auto,36 coussinets ultra absorbant"
img20191019_10021513_0001.jpg,GENERAL DISTRIBUTION CO!,"AVENUE MAHBOUBA SOUSSIA IMM NAKBI,Tel : 36 409 007 - 36 409 008,TVA : 1386925L/A/M/000,Fax 36409010,R.C. LA VAGUE BLEUE,Email : commercial@vague-bleue com,Matrieule Fiscal :,783298 M/P/M/000",MEDDIS,centre commercial TUNISCITY. 2032 ariana-tunis,TVA 19%.,801606,Factures Ndeg: 000424,12/11/2018,4304088,4106294,"Thon entier HV poids net 160 g Le matm,{48bt/C),Thon enuer HO poids net 160 g Le marin,{48bu/C),Sardmes HV poids net 125 g Bledi (S0Et/C},Thon Entier HV poids net 140 g Bledi (48bt/C),LOT DE3 BOITES 160 G HO IF MARIN,(I8byC),LOI DE TROITIES 160 G HV LE MARIN,118bt/C)"
img20191019_10093393_0001.jpg,"Er,Lu Generale Alimentaire Jondn.,>>,.,L,A","M pds P/A/M/000, CMDTI803672,Ret Commande,CLOUI083,Code Chent,Code Representant : *?,B Chargement",-- GEAR ums CHT,"C.COMMERCIAL TUNIS CITY,2032 ARIANA,4204,MP MOOD,Code TVA 289296",TVA 19%.,290336,"FACTURE Ndeg, F7:48/03526,Date :",16/11/18,4191226,40485212,"204865 '24 DCT 192 JOUDA OF SAV2018F 2 J,201566 '12 OCT 44 JOUDA OF SAV 2018 FT J,20177110 TUBE TOMATE 40g PRES DE 4 3,203893 LOHARISEA 46 OF 24 LABEL QUAI IT,201888 'LOHARISSA 42 OF 24 LABEL QUAI IT,201583 'NBHARISSA 4% OF 24 NB 18,201888 NBHARISSA 412 OF 24 NB 18,201714 EQTUBE HARISSA 140 g LABEL QLA,2047218 TUBE HARISSA 70 PRES DE 24 N"
img20191019_10134732_0001.jpg,"Paco,(sereine","Bureaux Commerciaux 1. Rue du Lan - 2059 Bur El Kassaa Tel (216) 79 391 320 (216) 26485 000 - Fax (216) 79 591 906,RC Ndeg B 195251999 - TVA 723520 Q/A/M/000 Code en Douane 752766A-CCB ATB 019-020-47.1 103-00177446,E-mail pacof@planet m",meovis Duerga,"BOURGO MALL MIDOUN DJERBA).,DJERBA,Tunisie,Matricule FISCAL 0783298MPM000",TVA 19%.,290336,FE182184,09/0518,4191226,40485212," ESSUIE-TOUT 2 RX BLANC KOTIS PLUS, ESSUIE-TOUT 4 RX BLANC KOTIS PLUS,ESSUIE-TOUT ROSY 2RX NEW COLLECTION,ESSUIE-TOUT 8 RX BLANC KOTIS PLUS, ESSUIE-TOUT 2 RX JAUNE KOTIS PLUS NEW, ESSUIE-TOUT 8 RX JAUNE KOTIS PLUS NEW,PAPIER HYGIENIQUE 2 RX BLANC KOTIS PLUS,4 RX BLANC KOTIS PLUS,8 1PH03003%4 __ PAPIER HYGIENIQUE,PAPIER HYGIENIQUE 12 RX BLANC KOTIS PLUS,PAPIER HYGIENIQUE 24 RX BLANC KOTIS PLUS,BOITE FACIAL KOTIS P/100 VERT 24 PAQUETS,BOITE FACIAL KOTIS P100 24 PQ FLORAL JAUNE,BOITE FACIAL KOTIS P100 Z4 PQ FLORAL ROSE,BOITE FACIAL KOTIS P100 BLEU 24 PAQUETS, MOUCHOIR KOTIS 4PLIS BLANC NEW,___, ICOUCHES MOLFIX C FIX 3-6Ka x 32 COLIS DE 5,_ [COUCHES MoLFiIx EUR FIX 4-8Ka x 28 COLI DE 5"
img20191019_10184343_0001.jpg,"COTUM SARL,AU CAPITAL DE 400 000 TND","RESIDENCE LES ORANGERS,Rue LAC D'ANNACY LES BI RGES DU LAC,FANNT,L,.,i,Tel 71 862 774 - 71 862 974 - Far 71 960 024,E MAIL 'nfo a cotum com m,1 -WAIL comes craleta comm com 1 <<7 TEee,>,., Depot Sjai Rte aeroport Km 7",00000004 SOCIETE LA MEDITERRANEENNE DE DISTRIBUTION,"CENTRE COMMERCIAL TUNISCITY,2032 ARIANA TUNIS,Matricule Fiscal,783298 MP M000,(vas de paiement, TRAITE 90 JRS",TVA 19%.,121308,FE182184,09/0518,nan,760373," PASSOIRE JOKER 4 6LT,lPASSOIRE JAMBO - 10LT, BAC A LINGE DENTELLE ( 6OLT },PANIER A LINGE DENTELLE (35 LT)"
img20191019_10212758_0001.jpg,OREANE,"10 RUE LARBI ZAROUK,mm.,2070 LA MARSA,NdegRC B138582001,Ndeg MF 429680N/P/M/000,Telephone 71745335,Telecopie 71748501",MEDDIS,"C COMMERCIAL TUNIS CITY,2032 ARIANA,Ndeg MF _783298M/P/M/000",TVA 19%.,365117,F005944,19/1118,1075904730,2114590,"SUCRE ZINA EN POT DE 200 G,SUCRE ZINA AU MIEL POT DE 200 G,SUCREDERME EN POT DE 250 GR,SUCRE DERME FLEUR ORANGER 250 GR,SUCRE A EPILER ZINA A LA ROSE 200 GR,TIMBRE"
img20191019_10232330_0001.jpg,BOURGO MALL MIDOUN DJERBA,"Domaine Atlas SA SMVDA au capital de 2 825 000 dinars - KM 46 Route de sousse 8040 BOU ARGOUB TUNISIE,Tel (+216) 72 259 125 (LG)-Fax (+216) 72258 225 -F-mal domaineatlas @planet tn,Matricule fiscal  749612F/A/M/000 - Registre du commerce B1858 12000",MEDDIS,"- GEANT DJERBA -,DJERBA,783298/MAE001,41BOURGO SAISTE LE nant,Ref Cot",TVA 19%.,365117,B/L FACTURE 000536/18,07/07/2018,1075904730,669812,"CATARINA PAPILLON ROUGE,IFRIKIA ROUGE,PUNIQUE ROUGE,CABERNET-SAUVIGNON 100 %,SGRAND PATRON ROUGE,(c) + IFRIKIA RESERVE ROUGE,'GRAND PATRON ROUGE 150CL,GRAND PATRON RESERVE aa,IFRIKIA BLANC,PUNIQUE BLANC,MUSCAT 100 %,PUNIQUE ROSE,.,GRANDPATRONROSE"",GRENACHE D'ATLAS ROBE,Nb de Bouteilles 75 CL--\C;. !,Nb de Boutailies 15L,Nb Total de Boutsilles"
img20191019_10245076_0001.jpg,"Sodiete,SPsar:","S # Societe? Zone industrielle Menzel harb - Monastir -5036 / BP 44,Tel (+216) 73 420 217/ 73 420 213,Fax (+216} 73 420 149,Gsm (+216) 58 339 100 MF 916623/S/AIM/000 RC B1521482005,E-mail societeppp@yahoo fr,E mai 3p commercia}@gmail com,Www biolinge com ------,STE RIB 10 603 086 1018648 788 06,IBAN TN59 1060 3086 1018 6487 8806",STE LA MEDITERRANEENNE DE DISTRIBUT,"ARIANA,ARIANA,Code TVA : 783298 MPM 000",TVA 19%.,nan,FC18_000689,26/10/2018,3072401600,"476668,nan","BIO LINGE LESSIVE MANUEL 3L EXTRA GEL,BIO LINGE LESSIVE MANUEL 3L EXTRA GEL"
img20191019_10263149_0001.jpg,Societe Chadia & Compagnie,"Rue Chraki Teboubla 5080 Monastir,Tet 97317763/55626631 Fax: 73479651,MF 1308371/N/A/M/000,RC 815142552013",GEANT TUNIS CITY,"Adresse: C CEMMERCIAL TUNIS CITY,ARIANA TUNIS 2032,783298/M/P/M/000,MF,B036862/2006",TVA 19%.,133212,"FACTURE Ndeg2018/ 122,(c)",26/11/2018,694172,834926,"CHAUT H HFDO 39 41 NOIR,CHAUT H HFDO1 42 45 NOIR,CHAUT H HFDO! 39 41 GRIS CLAIR,CHAU7 H HFDO1 42 45 GRIS CLAIR,CHAU7 H HFDO1 39 41 BLEU MARINE,CHAUT H HFDO1 39 41 BEIGE,CHAUT H HFD0S 42 45 NDIR,CHAUT H HFD05 39 41 GRIS FONCE,H HFDOS,42 45 GRIS FONCE,CHAUT,CHAUT H HFDOS 39 41 BLEU MARINE"
img20191019_11363912_0001.jpg,Societe Chadia & Compagnie,"Societe de Production Agricole Teboulba,Siege Av 23 lanwer 1952.BP 19 / 5080 TEBOULBA,Abattojs Route Kbour-Essef nee 15100 Mahdia,Ma cer en,ro R-CB152981996,Cafital 11 812 500 D,Tel:{73) 604 049/048 Fax:(73) 604 111,Site Web www mliha co,MEcoute client : 29 572 543,ent,:",ClientGEANT TUNIS CITY,"Mat. Fiscal 783298M/P/M000,Code:,CL1030,Region. TUNIS,ARIAN,AdreSSe CENTRE COMMERCIAL TUNIS ARIANA",TVA 19%.,133212,BL / Facture NdegFC1850P105778,08/11/2018,"23135,2317,231735",232335,"PS PILON DE POULET A LA MEXICAINE gs!,k CHICKEN WINGS MEXICAINE frais 224,) DSSO BUCCO MEXICO,4"
img20191019_11393897_0001.jpg,Societe Chadia & Compagnie,"Tanit} Mecfeffanieur sarl,OU ACNIT,1152 2nba Tunisie,jiege Aaminstrate,lanaret Hammamet,Route GP1 km 61,8056 Hammamet Tunisie,Tva 1106161/H/N/M 000,Tel +216 72 310 233,Fax sa 72 HE 285,info@tanit med Comi,www tant med com,SuGeE Id meanterrenegnne de Listoution MEDUIS SA au capital de 4 500 000 dinars MF 783298 MPM GOO-RC B036862/2006,Siege Soual Centre Commercial TUNISCITY- 2032 Anana- Tunis- TUNISIE Tel _ (+216) 70 836 000 - Fax (+216) 70 836 920",BOURGO MALL MIDOUN JERBA,"783288M/PM 000,70.0 235.0 920.0,70.0 836.0 180.0",TVA 19%.,133212,"5862.0,BL Facture Ndeg",2722018.0,"23135,2317,231735",406680,HILXVPE BLLE.PET H O EXTRA VIERGE TANT CLASSIC 1.
img20191019_11420284_0001.jpg,Societe Chadia & Compagnie,"pe NS,7,AWEMNTETIEN TE porei,Route de Tunis km 55 guet Fe TE Sfax,--,Telfax 74660 623,BPNdeg35 RC B81105871997,TVA SO43S8E/A/M 000,CC8 BAT Agence Sakiet Ezzt Sfax",00090313 MEDDIS DISTRIBUTION,CENTRE COMMERCIAL TUNISCITY - 2032 ARIANA TUNIS,185.519] 19.00,35249,L_onons7s  oar12n018  1812008267,2722018.0,182040,1368,"RES SOFT  45.00,6192028702333 CE,6192028702305 ) EDT EDANE FALGON HOM AQUA,s192028702a01 ET ELIANE FALGON HOMDOODGE  4500!"
img20191019_11470440_0001.jpg,"ribution,d,istri","ELYSSA DISTRIBUTION,RTE GABES KM 4,SFAX,Tel,Fa 4471,74 447 677,(LECra,74 447 678,Fax,1187568BPM000,MF,RCS,B2527042011",(c) MEDDIS DISTRIBUTION,"TUNIS CITY ARIANA,TUNIS,Tunis,MF,783298M/P/M'000,Lieu de Livraison  MEDDIS DISTRIBUTION,Adresse TUNIS CITY ARIANA,Ville,TUNIS,CP",185.519] 19.00,34007,FV18/2286,2712/2018,302360,312226," 07040502/0001  aRTON26 SAVONCE MENAGE 4 12 CR CARTHAGE /ERT,07042001/0001 CARTON 24 SAVON CE MENAGE CARTHAGE VERT 500 GR,07120101/0005 ... CARTON 4 LESS VE SPECIAL MAGHINE CARTHAGE /ERGER PRO NCA 3"
img20191019_12022761_0001.jpg,TAHINTESSENCES.SARL,"d Essential Oil,35.Rue Akhta) - ET Menzah 1,1004 Tunis - Tunisie,Tel/Fax +216 71230095,Mob .+ 216 97 32 5152,gmail com,Mail quintessences.sari@,SARL au capital de 340 000 Dnars Siege Social 35. Rue Akhtal El Menzah 1 1004 Turus-Tunisie,Usine Route de Bera Khaled Bens Khiar Gouv Nabeul-Tel/Fax +21671230095 Mob +216 97 32 51 52,RC Tunis B19982199% MF 437505VAMOOU C Douane 043/505V",HYPER GEANT TUNISCITY,"C-COMMERCIAL TUNIS CITY,2032 - ARIANA",TVA 19%,153900,Ref. FLOO20818 ,"jAcTuRE,Date 02/08/2028",810000,964500,2923369000000 Eau de Fleur D'oranger Naturel FL 2L
img20191019_12075283_0001.jpg,TAHINTESSENCES.SARL,"Route Menze! Chaker km 1 5 - 3072 Sfax Tunisie,Tel +216 74 241 808 Fax +216 74 245 425,TVA 04082M/A/M/000 RC 861120171997 Producteur 3235,E-mal contact@atias emballages com,SARL Capital de 85 000 D - TV.A C4082M/A/M/000 - R.C- B1120171997 - Producteur-3236"",Banque STB Sfax Chaker - C.C B: 10 701 004 003822 9 788 95,www.atlas-embaliages.com","Code Chent Na meucer AR 184.247,Clent MEDDIS ","Ad Fact * TUNIS rit So118 4. 44,Mat Fiscale 783296 MPM 000",XGA 190%,5807520,Facture Ndeg 59953,DU 79/08.2018,30601600,"nan,36805740","SAT VIERNOISERIE M4 PAUSE 15X7X74,SAC VIENNOISERIE MA PAUSE 15X7X24,30X430 1PLI,PAQUET DE 100 SERVIETTES 30X39 1PL},PAQUET DE 100 SERVIETTES"
img20191019_12130358_0001.jpg,"Societe Mediterramenne des,Equipments de Nettoyage","RC :B03134242010,Z /A / M / 000,MF: 1159961,RIB : 14904904101700692730",MEDDIS,"MF. 783298 M P M 000,T0,: 100. Boulevard Hedi,Adresse,Nuira. Riadh Ennacer. 2037;Aridha,Telefax : 71 882 173",XGA 190%,673264,Facture Ndeg 59953,TUNIS LE : 17/08/2018,3543496,4217360,"12 A 3556041150 8435052301959 Frange micro ultra M2/Support,556041140 8435052301478 Frange micro Plush M1/Support,SS6041 160  843505230461 vs ange frange Pongal miccoPlush,556041530 843505230666 Chiffons microfibre Pongal lot de 4 P,3 PC,556540730 8435052302338 Spiral Metal Pongal,558540890 84350%2302154 Manche balai Pongal colore t.40 m,558540930 843505202383 Raclette Pongal 42 em,/ Manche /,558560270 8435052302970  0 Pongal raclette,Serpillere gratuite"
img20191019_12134366_0001.jpg,TANITEX.SARL,"Fabrication articles textiles,Rue 20 Mars Bennane 5025,Tel/Fax:73584110,MF:1373297M/A/M/00 SAISE LE.",NOM-GEANT TUNIS CITY,"ADRESSE:ARIANA TUNIS 2032,MF:783298 M/P/M/000",TVA(19%):,699267,Facture Ndeg 59953, 20/08/2018,3835700,4380221,"4 PCS,TAPIS DE BAIN ACRY,TAPIS DE BAIN ACRY 3 PCS,TAPIS DE BAIN POLY 4 PCS,TAPIS DE BAIN POLY 3PCS"
img20191019_12135979_0001.jpg,_srbiose Emmerctele S.A.R.L,"Adresse 11 rue Bor Bourguiba Le Passage 1006 Tunis,Telephone 98645100/23745718 MF:1262373/QNM/000 RC:B01170172012,RIB - 04069154002522326496 ATTIJARI BANK",Client: STE MEDIS,"Adresse C COMMERCIAL TUNIS CITY ARIANA 2032 TUNIS,MF 0783298/MPM/000",TVA(19%):,699267,Ndeg002,Tunis le 14/05/2018,3835700,4380221,"Bouture Plante aquatique Naturel deco Aquarium 394640889,Cage hamster Spelos 42.5 x38 x24cm,Cage Oiseau Gabita GM,Cage Oiseau Luxe chinois PM,Cage Oiseau PM,Canaris Jeune Male,Hamster,Lapin Maltais,Lapin Nain,Mandarin,Nourriture Oiseau Aipiste St 500 gr,Perruche,Poussin Brama"
img20191019_12173847_0001.jpg,Societe Carthage Textile,"RC:B246762005/MF : 906120/SAM 000,Ndeg10 Rue L'Oasis Cite FIF oll -Carthage-Tunis-,TeL. 00216 71 98 58 47","ane Ste La Mediterraneen,de Distribution","Tunis City,MF : 783298 MPM 000",(c)TVA 19% ,92780,Facture Ndeg29,Tunis. le 28/07/2018,7537200,"86,581695",jPRSRMBLE Chemise Bermuda MACO G10
img20191019_12253411_0001.jpg,SAC Distteition,"Societe SAC Distribution -- Cite JAWAHRA Sousse 4001,Tel: 73273592 Fax 73272621 Email echanguel(r) ymail.com,Matricule Fiscale 1404811FNM0090",Chent: GE4NI TUMISEITE  ,"Adresse: EUR FATRE COMM RCIALB TUNIS,CITY IRAN PEU A,i,70 336000,Fel!,Matricule Fiscal. 783298MPM0O,Made de paiement: TRAITEE 90 JOURS",TVA 18 0%,197727,FACTURE xdeg:20180004,Date:02-janv -208 .,1119000,1238997,"Beurre de cacahuette miel 380 gr,Beurre de cacahuette nature 380 gr,Beurre de Cacahuette sale 380 gr,Beurre de cacahuette Creamy 380 gr,Beurre de cacanuette Crunchy 380 gr"
img20191019_12262694_0001.jpg,SAC Distteition,"CODE TVA :,1391029/V/A/M/000,RCN,8840022015,CODE EN DOUANE 1391029,+21674288700!,Telephone :,+216 24288708. SM De,Tele/Fax,IRuE 13 AOUT ZI. POUDRIERE 3002/SFAX-TUNISIE,E-Mail: diamond@meddistribution.tn",HYPER GEANT TUNISCITY,"CENTRE COMMERCIAL TUNISCITY,ARIANA,2032 TUNIS,CodeTVA Ndeg:,783298/M/P/M/000",19.00%,214644,":,FACTURE,Ndeg,FA180313",14/06/18,1129704,1344948,"8697452265464 Ioucherre CHROMEE BELLA SQUARE DBKEDO1,8697452265501 KIT DE DOUCHE CHROME BELLA WALL DEKMSGL,8697452260629 KIT DE DOUCHE STAR AKSU MD601,8697452260360 FLEXIBLE DOUCHE PLASTIC SILVER REF DATHOG,869/452262005 KIT DE DOUCHE SWIRL AKSU MD603,18697452262289 ENSEMBLE SHATAFF CHROMEE REF FSTSO4,[-- DOUCHETTE CHROME STAR REF DSEDO1 1"
